终端MAC地址,终端类型,时间,终端行为,轨迹详细信息,终端IP地址,关联SSID,关联频段,关联信道,信号强度,VLAN,日志原文
90-DE-80-18-66-D0,无线,Fri Nov 07 19:22:38 CST 2025,下线,终端在AP 前湖北-智华科技楼-ap720-l-A-09F-9 (无线/前湖北/智华科技楼) 下线,10.202.202.143,NCUWLAN,2.4G,13,-48 dBm,,"【elog】{""sta_mac"":""90de.8018.66d0"",""sta_ip"":""10.202.202.143"",""sta_ipv6"":""240c:c901:2:97a7:80d1:b640:a048:1109"",""ap_mac"":""0074.9ca7.c87e"",""event"":""offline"",""timestamp"":""2025-11-07 19:22:38"",""ssid"":""NCUWLAN"",""rssi"":-48,""radio_id"":1,""channel"":13,""radio_type"":""802.11b"",""ap_ip"":""10.80.0.116"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""zhsyjxl-ap720-l-A-09F-9""}"
90-DE-80-18-66-D0,无线,Fri Nov 07 19:15:15 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-智华科技楼-ap720-l-A-09F-9 (无线/前湖北/智华科技楼) 获取IP地址成功,10.202.202.143,NCUWLAN,2.4G,13,-48 dBm,,"【elog】{""sta_mac"":""90de.8018.66d0"",""sta_ip"":""10.202.202.143"",""sta_ipv6"":""240c:c901:2:97a7:80d1:b640:a048:1109"",""ap_mac"":""0074.9ca7.c87e"",""event"":""online"",""timestamp"":""2025-11-07 19:15:15"",""ssid"":""NCUWLAN"",""rssi"":-48,""radio_id"":1,""channel"":13,""radio_type"":""802.11b"",""ap_ip"":""10.80.0.116"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""zhsyjxl-ap720-l-A-09F-9""}"
90-DE-80-18-66-D0,无线,Fri Nov 07 19:14:55 CST 2025,下线,终端在AP 前湖北-智华科技楼-ap720-l-A-09F-9 (无线/前湖北/智华科技楼) 下线,10.202.202.143,NCUWLAN,2.4G,13,-48 dBm,,"【elog】{""sta_mac"":""90de.8018.66d0"",""sta_ip"":""10.202.202.143"",""sta_ipv6"":""240c:c901:2:97a7:80d1:b640:a048:1109"",""ap_mac"":""0074.9ca7.c87e"",""event"":""offline"",""timestamp"":""2025-11-07 19:14:55"",""ssid"":""NCUWLAN"",""rssi"":-48,""radio_id"":1,""channel"":13,""radio_type"":""802.11b"",""ap_ip"":""10.80.0.116"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""zhsyjxl-ap720-l-A-09F-9""}"
90-DE-80-B8-31-4B,无线,Fri Nov 07 18:50:08 CST 2025,下线,终端在AP 前湖南-第五实验楼-2f-01 (无线/前湖南/第五实验大楼) 下线,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 18:50:08.711 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 90de-80b8-314b went offline from BSS 3891-d588-46d2 with SSID NCUWLAN on AP qhyxy-syl5-2f-01 Radio ID 2. State changed to Unauth. Reason: Deleted client entries because of idle timer timeout.
90-DE-80-DF-D4-30,无线,Fri Nov 07 19:05:03 CST 2025,上线 (认证成功),终端在AP 前湖北-机电楼-D329-1 (无线/前湖北/机电楼) 认证成功,,NCUWLAN,5G,,,,【syslog】<181>Nov 07 2025 19:05:03.60.7+08:00 NCU_HW_AC1 %%01CM/5/USER_ACCESSRESULT(s)[18260006]:[WLAN_STA_INFO_AUTHENTICATION]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0b-bf-10;APNAME:QHB-JDL-D329-1;SSID:NCUWLAN;RADIOID:1;USER:90de80dfd430;MAC:90-de-80-df-d4-30;IPADDRESS:-;IPV6ADDRESS:-;TIME:1762513503;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:4294967295;RESULT:Open;USERGROUP:NULL;CIB ID:407836;INTERFACE:Wlan-Dbss23164;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=827315170;AUTHPROTOCOL:-;
90-DF-7D-DD-08-C5,无线,Fri Nov 07 19:42:05 CST 2025,上线 (关联成功),终端在AP 前湖北-慧源楼-108-C1 (无线/前湖北/慧源楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:42:05.971 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 90df-7ddd-08c5 went online from BSS 4073-4d56-7dc0 vlan 992 with SSID NCUWLAN on AP QHB-HYL-108-C1 Radio ID 2. State changed to Run.
92-00-7B-37-C0-24,无线,Fri Nov 07 19:24:41 CST 2025,上线 (认证成功),终端在AP 前湖北-机电楼-E607-1 (无线/前湖北/机电楼) 认证成功,,NCUWLAN,5G,,,,【syslog】<181>Nov 07 2025 19:24:41.80.2+08:00 NCU_HW_AC1 %%01CM/5/USER_ACCESSRESULT(s)[17674004]:[WLAN_STA_INFO_AUTHENTICATION]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:dc-a7-82-0c-65-90;APNAME:QHB-JDL-E607-1;SSID:NCUWLAN;RADIOID:1;USER:92007b37c024;MAC:92-00-7b-37-c0-24;IPADDRESS:-;IPV6ADDRESS:-;TIME:1762514681;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:4294967295;RESULT:Open;USERGROUP:NULL;CIB ID:284445;INTERFACE:Wlan-Dbss20978;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=2156465347;AUTHPROTOCOL:-;
92-02-98-DC-78-97,无线,Fri Nov 07 19:17:06 CST 2025,下线,终端在AP 前湖南-第六实验楼-1f-03 (无线/前湖南/第六实验大楼) 下线,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:17:06.721 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 9202-98dc-7897 went offline from BSS 741f-4ac9-8592 with SSID NCUWLAN on AP qhyxy-syl6-1f-03 Radio ID 2. State changed to Unauth. Reason: Deleted client entries because of idle timer timeout.
92-05-2B-5A-54-FB,无线,Fri Nov 07 19:23:45 CST 2025,上线 (获取IP地址成功),终端在AP 青山湖北-软件楼-118-G1 (无线/青山湖北/软件楼) 获取IP地址成功,10.210.161.136,NCUWLAN,5G,149,,,"【syslog】<182>Nov  7 19:23:45.254 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9205-2b5a-54fb, IP: 10.210.161.136, -NA-, -NA-, -NA-, Username: -NA-, AP name: QSHB-RJL-118-G1, Radio ID: 2, Channel number: 149, SSID: NCUWLAN, BSSID: 94a7-48d5-5d18."
92-05-2B-5A-54-FB,无线,Fri Nov 07 19:23:45 CST 2025,上线 (关联成功),终端在AP 青山湖北-软件楼-118-G1 (无线/青山湖北/软件楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:23:45.188 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 9205-2b5a-54fb went online from BSS 94a7-48d5-5d18 vlan 962 with SSID NCUWLAN on AP QSHB-RJL-118-G1 Radio ID 2. State changed to Run.
92-0B-09-4A-B1-E1,无线,Fri Nov 07 19:26:33 CST 2025,下线,终端在AP 青山湖北-生物楼-1f-04 (无线/青山湖北/生物楼) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:26:33.181 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 920b-094a-b1e1 went offline from BSS 5cdd-70bb-2a42 with SSID NCUWLAN on AP qshbq-sw-1f-04 Radio ID 1. State changed to Unauth. Reason: AP down.
92-0C-78-FE-2A-86,无线,Fri Nov 07 18:54:06 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-205-C2 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 18:54:06.647 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 920c-78fe-2a86 went online from BSS 4073-4d56-7a50 vlan 972 with SSID NCUWLAN on AP DHN-JJL-205-C2 Radio ID 1. State changed to Run.
92-0F-58-25-41-4E,无线,Fri Nov 07 19:18:36 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-文法楼-2F-A234 (无线/前湖北/文法楼) 获取IP地址成功,10.202.130.168,NCUWLAN,5G,60,-46 dBm,,"【elog】{""sta_mac"":""920f.5825.414e"",""sta_ip"":""10.202.130.168"",""sta_ipv6"":""240c:c901:2:cb9e:90a2:7acb:308c:8592"",""ap_mac"":""1414.4b79.5351"",""event"":""online"",""timestamp"":""2025-11-07 19:18:36"",""ssid"":""NCUWLAN"",""rssi"":-46,""radio_id"":2,""channel"":60,""radio_type"":""802.11a"",""ap_ip"":""10.63.0.151"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""QHXQ-WFL-2F-A234""}"
92-0F-EB-5E-D2-EF,无线,Fri Nov 07 19:48:13 CST 2025,下线,终端在AP 前湖北-19栋-一站式学生服务中心-P-3 (无线/前湖北/一站式学生服务中心) 下线,10.202.14.238,NCUWLAN,2.4G,6,-67 dBm,,"【elog】{""sta_mac"":""920f.eb5e.d2ef"",""sta_ip"":""10.202.14.238"",""sta_ipv6"":""240c:c901:2:ac28:1e98:9add:7908:fb32"",""ap_mac"":""f074.8ddb.04c7"",""event"":""offline"",""timestamp"":""2025-11-07 19:48:13"",""ssid"":""NCUWLAN"",""rssi"":-67,""radio_id"":1,""channel"":6,""radio_type"":""802.11b"",""ap_ip"":""222.204.8.64"",""ap_nasid"":"""",""ap_location"":""19栋一站式学生服务中心"",""ap_name"":""QHB-19D-YZSXSFWZX-P-3""}"
92-0F-EB-5E-D2-EF,无线,Fri Nov 07 19:30:39 CST 2025,下线,终端在AP 前湖北-材料环境楼-A309-1 (无线/前湖北/环材楼) 下线,,NCUWLAN,5G,,-90 dBm,,【syslog】<181>Nov 07 2025 19:30:39.80.2+08:00 NCU_HW_AC1 %%01CM/5/USER_OFFLINERESULT(s)[17797688]:[WLAN_STA_INFO_OFFLINE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:ac-99-29-5c-ee-70;APNAME:CLHJL-A309-1;SSID:NCUWLAN;RADIOID:1;USER:920feb5ed2ef;MAC:92-0f-eb-5e-d2-ef;IPADDRESS:-;IPV6ADDRESS:FE80::900F:EBFF:FE5E:D2EF;TIME:1762515039;ZONE:UTC+0800;DAYLIGHT:false;SESSIONTIME:33;ERRCODE:216;RESULT:STA disassociation;USERGROUP:NULL;AUTHENPLACE:None;EXTENDINFO:The signal strength of the STA is -90 dbm.;CIB ID:67014;INTERFACE:Wlan-Dbss22262;ACCESS TYPE:None;RDSIP:-;Portal TYPE:-;AUTHID=2987630870;AUTHPROTOCOL:-;
92-0F-EB-5E-D2-EF,无线,Fri Nov 07 18:55:07 CST 2025,上线 (关联成功),终端在AP 前湖北-理科楼-2f-a-02 (无线/前湖北/理科楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 18:55:07.270 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 920f-eb5e-d2ef went online from BSS 70f9-6d5e-7942 vlan 992 with SSID NCUWLAN on AP qhxq-lkl-2f-a-02 Radio ID 1. State changed to Run.
92-10-81-87-DE-51,无线,Fri Nov 07 19:19:42 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-慧源楼-107-C1 (无线/前湖北/慧源楼) 获取IP地址成功,10.202.126.73,NCUWLAN,5G,52,,,"【syslog】<182>Nov  7 19:19:42.175 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9210-8187-de51, IP: 10.202.126.73, -NA-, -NA-, -NA-, Username: -NA-, AP name: QHB-HYL-107-C1, Radio ID: 1, Channel number: 52, SSID: NCUWLAN, BSSID: 4073-4d56-78a0."
92-10-81-87-DE-51,无线,Fri Nov 07 19:19:41 CST 2025,上线 (关联成功),终端在AP 前湖北-慧源楼-107-C1 (无线/前湖北/慧源楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:19:41.911 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 9210-8187-de51 went online from BSS 4073-4d56-78a0 vlan 992 with SSID NCUWLAN on AP QHB-HYL-107-C1 Radio ID 1. State changed to Run.
92-10-A1-6D-0A-9D,无线,Fri Nov 07 19:45:04 CST 2025,漫游,终端从AP 食品创新研究院-DBF-XQ-423 ( 无线/前湖北/食品学院) 漫游到AP 食品创新研究院-DBF-DQ-429 (无线/前湖北/食品学院),,,5G,,,,【syslog】<182>Nov  7 19:45:04.715 2025 NDSPXY_AC %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 9210-a16d-0a9d roamed from BSSID 54c6-ff49-0808 on AP DBF-XQ-423 Radio ID 2 of AC IP 127.0.0.1 to BSSID 54c6-ff49-2620 on AP DBF-DQ-429 Radio ID 1 of AC IP 127.0.0.1 successfully.
92-10-A1-6D-0A-9D,无线,Fri Nov 07 19:38:06 CST 2025,上线 (获取IP地址成功),终端在AP 食品创新研究院-DBF-XQ-423 (无线/前湖北/食品学院) 获取IP地址成功,10.139.28.125,NCUWLAN,2.4G,6,,,"【syslog】<182>Nov  7 19:38:06.718 2025 NDSPXY_AC %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9210-a16d-0a9d, IP: 10.139.28.125, -NA-, -NA-, -NA-, Username: -NA-,  AP name: DBF-XQ-423, Radio ID: 2, Channel number: 6, SSID: NCUWLAN, BSSID: 54c6-ff49-0808."
92-13-49-8D-1E-5A,无线,Fri Nov 07 19:42:37 CST 2025,漫游,终端从AP 前湖北-文法楼-2f-a-04 ( 无线/前湖北/文法楼) 漫游到AP 前湖北-文法楼-4f-a-04 (无线/前湖北/文法楼),,,2.4G,,,,【syslog】<182>Nov  7 19:42:37.923 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 9213-498d-1e5a roamed from BSSID 70f9-6d60-d832 on AP qhxq-wfl-2f-a-04 Radio ID 2 of AC IP 127.0.0.1 to BSSID 70f9-6d61-09d2 on AP qhxq-wfl-4f-a-04 Radio ID 2 of AC IP 127.0.0.1 successfully.
92-13-49-8D-1E-5A,无线,Fri Nov 07 19:24:44 CST 2025,下线,终端在AP 1414.4b79.539d 下线,10.202.63.172,NCUWLAN,2.4G,1,-67 dBm,,"【elog】{""sta_mac"":""9213.498d.1e5a"",""sta_ip"":""10.202.63.172"",""sta_ipv6"":""240c:c901:2:834c:9ab1:dd49:4af2:c0b0"",""ap_mac"":""1414.4b79.539d"",""event"":""offline"",""timestamp"":""2025-11-07 19:24:44"",""ssid"":""NCUWLAN"",""rssi"":-67,""radio_id"":1,""channel"":1,""radio_type"":""802.11b"",""ap_ip"":""10.63.0.149"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""1414.4b79.539d""}"
92-13-49-8D-1E-5A,无线,Fri Nov 07 19:18:34 CST 2025,上线 (关联成功),终端在AP 前湖北-文法楼-4f-a-04 (无线/前湖北/文法楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:18:34.467 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 9213-498d-1e5a went online from BSS 70f9-6d61-09d2 vlan 992 with SSID NCUWLAN on AP qhxq-wfl-4f-a-04 Radio ID 2. State changed to Run.
92-13-49-8D-1E-5A,无线,Fri Nov 07 19:13:57 CST 2025,上线 (关联成功),终端在AP 前湖北-文法楼-2f-a-04 (无线/前湖北/文法楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:13:57.138 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 9213-498d-1e5a went online from BSS 70f9-6d60-d832 vlan 992 with SSID NCUWLAN on AP qhxq-wfl-2f-a-04 Radio ID 2. State changed to Run.
92-13-49-8D-1E-5A,无线,Fri Nov 07 19:13:57 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-文法楼-2f-a-04 (无线/前湖北/文法楼) 获取IP地址成功,10.202.63.172,NCUWLAN,2.4G,11,,,"【syslog】<182>Nov  7 19:13:57.088 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9213-498d-1e5a, IP: 10.202.63.172, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-wfl-2f-a-04, Radio ID: 2, Channel number: 11, SSID: NCUWLAN, BSSID: 70f9-6d60-d832."
92-13-49-8D-1E-5A,无线,Fri Nov 07 18:59:05 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-文法楼-4f-a-04 (无线/前湖北/文法楼) 获取IP地址成功,10.202.63.172,NCUWLAN,2.4G,1,,,"【syslog】<182>Nov  7 18:59:05.348 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9213-498d-1e5a, IP: 10.202.63.172, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-wfl-4f-a-04, Radio ID: 2, Channel number: 1, SSID: NCUWLAN, BSSID: 70f9-6d61-09d2."
92-13-49-8D-1E-5A,无线,Fri Nov 07 18:55:18 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-文法楼-4f-a-05 (无线/前湖北/文法楼) 获取IP地址成功,10.202.63.172,NCUWLAN,2.4G,1,,,"【syslog】<182>Nov  7 18:55:18.098 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9213-498d-1e5a, IP: 10.202.63.172, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-wfl-4f-a-05, Radio ID: 2, Channel number: 1, SSID: NCUWLAN, BSSID: 70f9-6d60-ba92."
92-13-49-8D-1E-5A,无线,Fri Nov 07 18:52:24 CST 2025,上线 (关联成功),终端在AP 前湖北-文法楼-4f-a-04 (无线/前湖北/文法楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 18:52:24.615 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 9213-498d-1e5a went online from BSS 70f9-6d61-09d2 vlan 992 with SSID NCUWLAN on AP qhxq-wfl-4f-a-04 Radio ID 2. State changed to Run.
92-13-57-47-1F-3F,无线,Fri Nov 07 19:22:41 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-文法楼-2f-a-12 (无线/前湖北/文法楼) 获取IP地址成功,10.202.186.31,NCUWLAN,2.4G,11,,,"【syslog】<182>Nov  7 19:22:41.427 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9213-5747-1f3f, IP: 10.202.186.31, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-wfl-2f-a-12, Radio ID: 2, Channel number: 11, SSID: NCUWLAN, BSSID: 70f9-6d60-b5b2."
92-18-C2-DC-03-47,无线,Fri Nov 07 19:19:24 CST 2025,上线 (获取IP地址成功),终端在AP 青山湖北-中德研究楼-214 (无线/青山湖北/中德研究楼) 获取IP地址成功,10.210.5.222,NCUWLAN,5G,149,-70 dBm,,"【elog】{""sta_mac"":""9218.c2dc.0347"",""sta_ip"":""10.210.5.222"",""sta_ipv6"":""::"",""ap_mac"":""1414.4b79.545d"",""event"":""online"",""timestamp"":""2025-11-07 19:19:24"",""ssid"":""NCUWLAN"",""rssi"":-70,""radio_id"":2,""channel"":149,""radio_type"":""802.11a"",""ap_ip"":""10.76.1.69"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""QSHBQ-ZDYJL-214""}"
92-18-C2-DC-03-47,无线,Fri Nov 07 19:19:12 CST 2025,上线 (获取IP地址成功),终端在AP 青山湖北-中德研究院-1f-01 (无线/青山湖北/中德研究楼) 获取IP地址成功,10.210.5.222,NCUWLAN,2.4G,6,,,"【syslog】<182>Nov  7 19:19:12.778 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 9218-c2dc-0347, IP: 10.210.5.222, -NA-, -NA-, -NA-, Username: -NA-, AP name: qshbq-zdyjy-1f-01, Radio ID: 2, Channel number: 6, SSID: NCUWLAN, BSSID: 5cdd-70ba-fa52."
92-18-C2-DC-03-47,无线,Fri Nov 07 19:11:40 CST 2025,下线,终端在AP 青山湖北-一食堂-st01 下线,10.210.5.222,NCUWLAN,5G,44,-85 dBm,,"【elog】{""sta_mac"":""9218.c2dc.0347"",""sta_ip"":""10.210.5.222"",""sta_ipv6"":""240c:c901:2:9436:38ac:545f:65b5:f467"",""ap_mac"":""0074.9c5a.7186"",""event"":""offline"",""timestamp"":""2025-11-07 19:11:40"",""ssid"":""NCUWLAN"",""rssi"":-85,""radio_id"":2,""channel"":44,""radio_type"":""802.11a"",""ap_ip"":""10.76.1.201"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""qsh-1st-qshxq-st01""}"
92-1C-3D-E3-3A-20,无线,Fri Nov 07 19:36:10 CST 2025,上线 (关联成功),终端在AP 前湖北-音乐厅-1f-3 (无线/前湖北/音乐厅) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:36:10.412 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 921c-3de3-3a20 went online from BSS 1019-651b-ee80 vlan 992 with SSID NCUWLAN on AP qhxq-yyt-1f-3 Radio ID 1. State changed to Run.
92-1C-3D-E3-3A-20,无线,Fri Nov 07 19:35:39 CST 2025,下线,终端在AP 前湖北-音乐厅-1f-3 (无线/前湖北/音乐厅) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:35:39.203 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 921c-3de3-3a20 went offline from BSS 1019-651b-ee80 with SSID NCUWLAN on AP qhxq-yyt-1f-3 Radio ID 1. State changed to Unauth. Reason:AP triggered (reconnection upon weak client signal triggered client logoff).
92-1C-3D-E3-3A-20,无线,Fri Nov 07 19:33:17 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-音乐厅-1f-3 (无线/前湖北/音乐厅) 获取IP地址成功,10.202.115.33,NCUWLAN,5G,36,,,"【syslog】<182>Nov  7 19:33:17.002 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 921c-3de3-3a20, IP: 10.202.115.33, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-yyt-1f-3, Radio ID: 1, Channel number: 36, SSID: NCUWLAN, BSSID: 1019-651b-ee80."
92-1C-3D-E3-3A-20,无线,Fri Nov 07 19:24:36 CST 2025,下线,终端在AP 前湖北-音乐厅-1f-1 (无线/前湖北/音乐厅) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:24:36.385 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 921c-3de3-3a20 went offline from BSS 1019-651b-b490 with SSID NCUWLAN on AP qhxq-yyt-1f-1 Radio ID 1. State changed to Unauth. Reason:AP triggered (reconnection upon weak client signal triggered client logoff).
92-1C-3D-E3-3A-20,无线,Fri Nov 07 19:00:20 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-音乐厅-1f-4 (无线/前湖北/音乐厅) 获取IP地址成功,10.202.115.33,NCUWLAN,5G,60,,,"【syslog】<182>Nov  7 19:00:20.269 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 921c-3de3-3a20, IP: 10.202.115.33, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-yyt-1f-4, Radio ID: 1, Channel number: 60, SSID: NCUWLAN, BSSID: 1019-651b-9ff0."
92-1C-CB-6E-EB-3A,无线,Fri Nov 07 19:11:00 CST 2025,漫游,终端从AP 东湖南-继教楼-301-1 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-201-C1 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:11:00.581 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 921c-cb6e-eb3a roamed from BSSID 10b6-5e92-2550 on AP DHN-JJL-301-1 Radio ID 1 of AC IP 127.0.0.1 to BSSID 78a1-3e62-7ed0 on AP DHN-JJL-201-C1 Radio ID 1 of AC IP 127.0.0.1 successfully.
92-24-77-AF-47-72,无线,Fri Nov 07 19:24:01 CST 2025,下线,终端在AP 前湖北-行政楼-1f-大厅 (无线/前湖北/行政楼) 下线,,,5G,,,,【syslog】<181>Nov  7 19:24:01 2025 10.67.0.42 stm[756]: <501105> <NOTI> |AP qhxq-bq-xzl 1f-DT@10.67.0.42 stm|  Deauth from sta: 92:24:77:af:47:72: AP 10.67.0.42-6c:f3:7f:d3:23:f1-qhxq-bq-xzl 1f-DT Reason STA has left and is deauthenticated
92-24-77-AF-47-72,无线,Fri Nov 07 19:23:30 CST 2025,上线 (关联成功),终端在AP 前湖北-行政楼-1f-大厅 (无线/前湖北/行政楼) 关联成功,,NCU-2.4G,5G,,,,【syslog】<182>Nov  7 19:23:30 2025 ncu-wlan-master authmgr[2262]: <522035> <INFO> <ncu-wlan-master 10.1.0.13>  MAC=92:24:77:af:47:72 Station UP: BSSID=6c:f3:7f:d3:23:f1 ESSID=NCU-2.4G VLAN=1901 AP-name=qhxq-bq-xzl 1f-DT
92-24-77-AF-47-72,无线,Fri Nov 07 19:23:18 CST 2025,下线,终端在AP 前湖北-行政楼-1ldtk (无线/前湖北/行政楼) 下线,,,2.4G,,,,【syslog】<181>Nov  7 19:23:18 2025 10.67.0.40 stm[1130]: <501105> <NOTI> |AP qhxq-bq-xzl-1ldtk@10.67.0.40 stm|  Deauth from sta: 92:24:77:af:47:72: AP 10.67.0.40-6c:f3:7f:db:7b:f6-qhxq-bq-xzl-1ldtk Reason STA has left and is deauthenticated
92-24-77-AF-47-72,无线,Fri Nov 07 19:23:18 CST 2025,下线,终端在AP 前湖北-行政楼-1ldtk (无线/前湖北/行政楼) 下线,,,2.4G,,,,【syslog】<181>Nov  7 19:23:18 2025 ncu-wlan-master stm[2017]: <501105> <NOTI> <ncu-wlan-master 10.1.0.13>  Deauth from sta: 92:24:77:af:47:72: AP 10.67.0.40-6c:f3:7f:db:7b:f6-qhxq-bq-xzl-1ldtk Reason STA has left and is deauthenticated
92-24-77-AF-47-72,无线,Fri Nov 07 19:23:00 CST 2025,上线 (关联成功),终端在AP 前湖北-行政楼-1ldtk (无线/前湖北/行政楼) 关联成功,,NCU-2.4G,2.4G,,,,【syslog】<182>Nov  7 19:23:00 2025 ncu-wlan-master authmgr[2262]: <522035> <INFO> <ncu-wlan-master 10.1.0.13>  MAC=92:24:77:af:47:72 Station UP: BSSID=6c:f3:7f:db:7b:f6 ESSID=NCU-2.4G VLAN=1901 AP-name=qhxq-bq-xzl-1ldtk
92-24-77-AF-47-72,无线,Fri Nov 07 19:22:21 CST 2025,下线,终端在AP 前湖北-行政楼-1f-大厅 (无线/前湖北/行政楼) 下线,,,5G,,,,【syslog】<181>Nov  7 19:22:21 2025 ncu-wlan-master stm[2017]: <501105> <NOTI> <ncu-wlan-master 10.1.0.13>  Deauth from sta: 92:24:77:af:47:72: AP 10.67.0.42-6c:f3:7f:d3:23:f1-qhxq-bq-xzl 1f-DT Reason STA has left and is deauthenticated
